application_id;application_date;rm_id;branch_id;business_sector;final_credit_status;approval_stage;decision_date;akad_signing_date;disbursement_date;requested_plafond;approved_plafond;missing_field_count;doc_completeness_flag;data_quality_score;rejection_reason
APP00611;11/08/2024;RM014;B05;Jasa;Approved;Komite;03/09/2024;11/09/2024;15/09/2024;6,69;4,46;2;Incomplete;75;
APP00612;26/08/2024;RM015;B03;Pertanian;Rejected;Verifikasi;13/09/2024;;;1,99;0,00;1;Complete;75;Sektor Risiko Tinggi
APP00613;25/06/2024;RM025;B01;Transportasi;Approved;Komite;27/07/2024;31/07/2024;05/08/2024;0,82;0,71;0;Complete;100;
APP00614;23/09/2024;RM030;B04;Pertanian;Rejected;Verifikasi;18/10/2024;;;1,32;0,00;0;Complete;90;Sektor Risiko Tinggi
APP00615;06/12/2024;RM014;B08;Konstruksi;Approved;Analisis;09/01/2025;22/01/2025;26/01/2025;2,13;2,12;3;Incomplete;60;
APP00616;08/10/2024;RM007;B03;Produksi;Approved;Analisis;10/11/2024;18/11/2024;23/11/2024;2,70;1,87;0;Complete;100;
APP00617;03/03/2024;RM017;B10;Pertanian;Approved;Analisis;01/06/2024;16/04/2024;20/04/2024;1,10;0,80;0;Complete;100;
APP00618;04/08/2024;RM030;B02;Pertanian;Approved;Komite;22/08/2024;04/09/2024;12/09/2024;2,79;2,77;1;Complete;90;
APP00619;07/12/2024;RM012;B11;Jasa;Approved;Analisis;13/01/2025;21/01/2025;27/01/2025;3,27;3,05;0;Complete;100;
APP00620;10/11/2024;RM020;B09;Jasa;Pending;Analisis;;;;1,35;0,00;1;Complete;85;
APP00621;09/10/2024;RM004;B10;Pertanian;Rejected;Verifikasi;13/11/2024;;;6,46;0,00;3;Incomplete;45;Cashflow Lemah
APP00622;25/06/2024;RM009;B05;Perdagangan;Pending;Verifikasi;;;;1,44;0,00;1;Complete;85;
APP00623;07/04/2024;RM006;B14;Pertanian;Approved;Analisis;22/04/2024;25/04/2024;30/04/2024;1,09;0,86;4;Incomplete;45;
APP00624;14/04/2024;RM016;B07;Perdagangan;Approved;Komite;24/04/2024;03/05/2024;13/05/2024;0,79;0,54;3;Incomplete;60;
APP00625;08/04/2024;RM025;B11;Jasa;Approved;Komite;01/05/2024;08/05/2024;15/05/2024;4,12;3,84;0;Complete;100;
APP00626;06/11/2024;RM028;B11;Pertanian;Approved;Komite;13/12/2024;19/12/2024;26/12/2024;2,01;1,64;1;Complete;90;
APP00627;06/01/2024;RM022;B02;Perdagangan;Pending;Analisis;;;;1,49;0,00;1;Complete;85;
APP00628;15/07/2024;RM022;B09;Perdagangan;Approved;Analisis;10/08/2024;14/08/2024;17/08/2024;0,82;0,66;2;Incomplete;75;
APP00629;16/12/2024;RM021;B13;Jasa;Approved;Analisis;26/12/2024;05/01/2025;10/01/2025;1,57;1,20;0;Complete;100;
APP00630;12/05/2024;RM021;B09;Konstruksi;Approved;Komite;01/06/2024;05/06/2024;07/06/2024;8,28;7,87;4;Incomplete;45;
APP00631;23/12/2024;RM002;B04;Perdagangan;Rejected;Verifikasi;16/01/2025;;;0,55;0,00;2;Incomplete;60;Agunan Tidak Cukup
APP00632;15/09/2024;RM024;B04;Konstruksi;Approved;Analisis;04/10/2024;17/10/2024;25/10/2024;1,36;1,29;1;Complete;90;
APP00633;23/01/2024;RM008;B06;Perdagangan;Approved;Komite;09/02/2024;15/02/2024;23/02/2024;5,81;4,68;2;Incomplete;75;
APP00634;22/02/2024;RM011;B10;Transportasi;Approved;Analisis;07/03/2024;20/03/2024;29/03/2024;4,19;3,19;1;Complete;90;
APP00635;13/06/2024;RM013;B10;Transportasi;Approved;Komite;19/06/2024;02/07/2024;11/07/2024;1,41;0,94;3;Incomplete;60;
APP00636;20/07/2024;RM017;B10;Jasa;Approved;Analisis;27/07/2024;08/08/2024;11/08/2024;2,24;1,97;1;Complete;90;
APP00637;23/03/2024;RM008;B06;Jasa;Approved;Komite;12/04/2024;15/04/2024;;2,62;2,54;0;Complete;100;
APP00638;24/05/2024;RM021;B12;Jasa;Pending;Analisis;;;;2,15;0,00;0;Complete;100;
APP00639;25/03/2024;RM018;B01;Produksi;Approved;Komite;29/04/2024;02/05/2024;06/05/2024;5,78;4,03;3;Incomplete;60;
APP00640;18/03/2024;RM030;B14;Perdagangan;Pending;Analisis;;;;2,43;0,00;1;Complete;85;
APP00641;01/01/2024;RM018;B14;Perdagangan;Rejected;Verifikasi;10/01/2024;;;3,92;0,00;4;Incomplete;30;Cashflow Lemah
APP00642;20/02/2024;RM014;B09;Perdagangan;Pending;Analisis;;;;2,21;0,00;0;Complete;100;
APP00643;21/06/2024;RM015;B02;Jasa;Approved;Komite;25/07/2024;09/08/2024;18/08/2024;0,59;0,50;0;Complete;100;
APP00644;23/07/2024;RM006;B05;Perdagangan;Approved;Analisis;23/08/2024;31/08/2024;04/09/2024;0,97;0,81;0;Complete;100;
APP00645;16/09/2024;RM011;B09;Produksi;Pending;Analisis;;;;1,10;0,00;1;Complete;85;
APP00646;14/10/2024;RM013;B04;Transportasi;Pending;Analisis;;;;1,71;0,00;1;Complete;85;
APP00647;03/02/2024;RM025;B11;Jasa;Approved;Komite;20/02/2024;26/02/2024;;6,90;4,82;0;Complete;100;
APP00648;13/12/2024;RM001;B03;Jasa;Pending;Verifikasi;;;;2,46;0,00;2;Incomplete;70;
APP00649;04/04/2024;RM028;B15;Jasa;Approved;Analisis;03/05/2024;08/05/2024;16/05/2024;1,86;1,59;1;Complete;90;
APP00650;12/03/2024;RM006;B07;Pertanian;Approved;Komite;17/04/2024;02/05/2024;;4,17;3,39;0;Complete;100;
APP00651;08/02/2024;RM009;B06;Konstruksi;Approved;Komite;09/03/2024;21/03/2024;22/03/2024;0,83;0,63;1;Complete;90;
APP00652;02/06/2024;RM008;B08;Konstruksi;Approved;Komite;22/06/2024;28/06/2024;01/07/2024;1,48;1,06;2;Incomplete;75;
APP00653;06/09/2024;RM011;B03;Transportasi;Approved;Komite;20/09/2024;24/09/2024;02/10/2024;1,35;1,25;0;Complete;100;
APP00654;10/06/2024;RM022;B05;Perdagangan;Pending;Analisis;;;;2,52;0,00;0;Complete;100;
APP00655;27/04/2024;RM019;B10;Pertanian;Approved;Komite;02/05/2024;17/05/2024;21/05/2024;3,39;2,71;0;Complete;100;
APP00656;15/09/2024;RM024;B04;Pertanian;Approved;Analisis;26/09/2024;07/10/2024;12/10/2024;2,63;2,13;2;Incomplete;75;
APP00657;01/11/2024;RM009;B15;Perdagangan;Approved;Analisis;03/12/2024;09/12/2024;10/12/2024;2,66;2,07;3;Incomplete;60;
APP00658;24/09/2024;RM017;B13;Transportasi;Approved;Komite;13/10/2024;25/10/2024;27/10/2024;1,60;1,12;1;Complete;90;
APP00659;23/02/2024;RM012;B04;Perdagangan;Approved;Komite;10/03/2024;16/03/2024;20/03/2024;2,40;1,56;0;Complete;100;
APP00660;23/08/2024;RM025;B04;Produksi;Pending;Analisis;;;;1,20;0,00;3;Incomplete;55;
APP00661;09/08/2024;RM014;B10;Perdagangan;Pending;Analisis;;;;2,97;0,00;5;Incomplete;25;
APP00662;07/09/2024;RM015;B08;Jasa;Pending;Analisis;;;;1,47;0,00;2;Incomplete;70;
APP00663;08/11/2024;RM016;B06;Produksi;Pending;Verifikasi;;;;1,01;0,00;5;Incomplete;25;
APP00664;21/04/2024;RM022;B03;Jasa;Approved;Analisis;29/05/2024;04/06/2024;05/06/2024;2,03;1,87;2;Incomplete;75;
APP00665;11/09/2024;RM022;B10;Jasa;Approved;Komite;15/10/2024;23/10/2024;26/10/2024;0,63;0,42;2;Incomplete;75;
APP00666;29/10/2024;RM028;B05;Perdagangan;Approved;Komite;06/11/2024;21/11/2024;24/11/2024;4,80;4,08;1;Complete;90;
APP00667;25/07/2024;RM020;B06;Pertanian;Approved;Komite;03/09/2024;08/09/2024;09/09/2024;3,20;2,35;1;Complete;90;
APP00668;16/08/2024;RM001;B05;Perdagangan;Rejected;Analisis;05/09/2024;;;2,43;0,00;0;Complete;90;Agunan Tidak Cukup
APP00669;06/12/2024;RM010;B06;Jasa;Approved;Komite;18/12/2024;02/01/2025;09/01/2025;0,75;0,57;3;Incomplete;60;
APP00670;06/03/2024;RM008;B08;Konstruksi;Approved;Analisis;09/04/2024;21/04/2024;24/04/2024;1,30;0,79;4;Incomplete;45;
APP00671;15/03/2024;RM018;B07;Pertanian;Rejected;Verifikasi;28/03/2024;;;2,03;0,00;2;Incomplete;60;Dokumen Tidak Lengkap
APP00672;12/04/2024;RM028;B05;Jasa;Rejected;Analisis;16/05/2024;;;1,69;0,00;0;Complete;90;Agunan Tidak Cukup
APP00673;10/07/2024;RM001;B10;Pertanian;Pending;Verifikasi;;;;0,72;0,00;0;Complete;100;
APP00674;08/09/2024;RM002;B06;Pertanian;Approved;Analisis;16/10/2024;19/10/2024;24/10/2024;0,90;0,63;0;Complete;100;
APP00675;13/08/2024;RM001;B14;Konstruksi;Approved;Analisis;22/09/2024;29/09/2024;30/09/2024;1,67;1,30;0;Complete;100;
APP00676;20/10/2024;RM001;B04;Jasa;Approved;Analisis;14/11/2024;19/11/2024;29/11/2024;0,92;0,62;2;Incomplete;75;
APP00677;01/11/2024;RM009;B12;Perdagangan;Approved;Analisis;04/12/2024;09/12/2024;;4,51;3,19;4;Incomplete;45;
APP00678;07/04/2024;RM013;B09;Perdagangan;Approved;Komite;14/05/2024;25/05/2024;30/05/2024;2,67;2,17;0;Complete;100;
APP00679;03/12/2024;RM030;B13;Perdagangan;Approved;Analisis;04/01/2025;11/01/2025;20/01/2025;1,22;1,14;0;Complete;100;
APP00680;12/10/2024;RM001;B04;Jasa;Rejected;Analisis;21/11/2024;;;4,00;0,00;2;Incomplete;75;Sektor Risiko Tinggi
APP00681;30/11/2024;RM013;B01;Perdagangan;Approved;Analisis;02/01/2025;17/01/2025;20/01/2025;3,54;3,14;0;Complete;100;
APP00682;12/12/2024;RM020;B07;Produksi;Pending;Verifikasi;;;;2,36;0,00;3;Incomplete;55;
APP00683;03/11/2024;RM026;B07;Jasa;Pending;Analisis;;;;1,94;0,00;0;Complete;100;
APP00684;05/09/2024;RM022;B04;Perdagangan;Approved;Analisis;20/09/2024;25/09/2024;03/10/2024;1,66;1,53;0;Complete;100;
APP00685;14/06/2024;RM007;B13;Konstruksi;Pending;Verifikasi;;;;1,43;0,00;0;Complete;100;
APP00686;30/11/2024;RM002;B14;Jasa;Approved;Komite;04/01/2025;08/01/2025;10/01/2025;0,89;0,66;0;Complete;100;
APP00687;30/01/2024;RM006;B03;Perdagangan;Approved;Komite;03/03/2024;16/03/2024;24/03/2024;4,96;4,94;1;Complete;90;
APP00688;03/09/2024;RM007;B08;Pertanian;Pending;Verifikasi;;;;1,45;0,00;0;Complete;100;
APP00689;15/04/2024;RM026;B05;Perdagangan;Approved;Komite;06/05/2024;09/05/2024;12/05/2024;2,02;1,42;1;Complete;90;
APP00690;20/02/2024;RM014;B10;Produksi;Rejected;Verifikasi;11/03/2024;;;1,15;0,00;1;Complete;75;Dokumen Tidak Lengkap
APP00691;21/03/2024;RM026;B07;Pertanian;Approved;Komite;12/04/2024;17/04/2024;;1,70;1,32;0;Complete;100;
APP00692;12/05/2024;RM018;B04;Jasa;Pending;Verifikasi;;;;10,97;0,00;0;Complete;100;
APP00693;11/10/2024;RM015;B04;Pertanian;Approved;Analisis;18/11/2024;21/11/2024;26/11/2024;1,28;0,86;1;Complete;90;
APP00694;17/05/2024;RM002;B08;Jasa;Approved;Analisis;22/06/2024;30/06/2024;04/07/2024;4,73;4,29;2;Incomplete;75;
APP00695;02/07/2024;RM010;B14;Jasa;Approved;Analisis;22/07/2024;06/08/2024;13/08/2024;1,95;1,78;4;Incomplete;45;
APP00696;25/11/2024;RM023;B08;Perdagangan;Pending;Verifikasi;;;;2,98;0,00;0;Complete;100;
APP00697;29/09/2024;RM012;B02;Perdagangan;Rejected;Verifikasi;21/10/2024;;;4,18;0,00;0;Complete;90;Agunan Tidak Cukup
APP00698;05/12/2024;RM017;B14;Konstruksi;Rejected;Verifikasi;07/01/2025;;;2,33;0,00;0;Complete;90;Cashflow Lemah
APP00699;09/03/2024;RM008;B02;Jasa;Approved;Analisis;18/03/2024;02/04/2024;11/04/2024;1,61;1,11;1;Complete;90;
APP00700;03/02/2024;RM011;B03;Jasa;Pending;Analisis;;;;1,77;0,00;2;Incomplete;70;
APP00701;18/09/2024;RM029;B15;Jasa;Pending;Analisis;;;;1,81;0,00;3;Incomplete;55;
APP00702;22/02/2024;RM003;B12;Jasa;Pending;Analisis;;;;6,07;0,00;2;Incomplete;70;
APP00703;23/07/2024;RM027;B12;Perdagangan;Approved;Komite;15/08/2024;21/08/2024;28/08/2024;0,81;0,51;0;Complete;100;
APP00704;05/05/2024;RM006;B03;Jasa;Pending;Analisis;;;;0,69;0,00;1;Complete;85;
APP00705;22/08/2024;RM009;B01;Produksi;Rejected;Verifikasi;11/09/2024;;;0,71;0,00;4;Incomplete;30;Dokumen Tidak Lengkap
APP00706;12/02/2024;RM006;B15;Perdagangan;Approved;Analisis;05/03/2024;17/03/2024;20/03/2024;1,16;1,00;0;Complete;100;
APP00707;27/08/2024;RM009;B14;Perdagangan;Rejected;Verifikasi;22/09/2024;;;3,02;0,00;1;Complete;75;Cashflow Lemah
APP00708;20/04/2024;RM007;B03;Perdagangan;Pending;Verifikasi;;;;3,13;0,00;4;Incomplete;40;
APP00709;05/09/2024;RM009;B06;Jasa;Approved;Komite;30/09/2024;08/10/2024;16/10/2024;1,38;1,32;2;Incomplete;75;
APP00710;30/05/2024;RM018;B08;Konstruksi;Approved;Komite;08/07/2024;11/07/2024;15/07/2024;1,95;1,57;2;Incomplete;75;
APP00711;01/07/2024;RM012;B13;Perdagangan;Approved;Komite;11/07/2024;16/07/2024;;1,01;0,94;0;Complete;100;
APP00712;01/12/2024;RM008;B12;Perdagangan;Approved;Analisis;14/12/2024;21/12/2024;29/12/2024;1,07;0,99;1;Complete;90;
APP00713;04/04/2024;RM008;B14;Perdagangan;Rejected;Verifikasi;18/04/2024;;;2,81;0,00;0;Complete;90;Dokumen Tidak Lengkap
APP00714;08/01/2024;RM018;B10;Produksi;Approved;Analisis;27/01/2024;30/01/2024;05/02/2024;3,72;3,48;2;Incomplete;75;
APP00715;25/12/2024;RM028;B06;Produksi;Rejected;Analisis;23/01/2025;;;1,49;0,00;0;Complete;90;Cashflow Lemah
APP00716;02/07/2024;RM030;B05;Jasa;Rejected;Analisis;16/07/2024;;;5,29;0,00;3;Incomplete;45;Cashflow Lemah
APP00717;07/10/2024;RM020;B15;Pertanian;Approved;Analisis;25/10/2024;30/10/2024;09/11/2024;3,54;2,79;3;Incomplete;60;
APP00718;13/07/2024;RM030;B04;Produksi;Rejected;Verifikasi;22/07/2024;;;5,15;0,00;1;Complete;75;Sektor Risiko Tinggi
APP00719;17/12/2024;RM015;B03;Konstruksi;Rejected;Analisis;17/01/2025;;;1,66;0,00;0;Complete;90;Dokumen Tidak Lengkap
APP00720;13/07/2024;RM027;B13;Pertanian;Pending;Analisis;;;;4,94;0,00;0;Complete;100;
APP00721;03/06/2024;RM007;B04;Perdagangan;Pending;Verifikasi;;;;7,33;0,00;3;Incomplete;55;
APP00722;02/04/2024;RM011;B14;Perdagangan;Rejected;Analisis;03/05/2024;;;1,55;0,00;2;Incomplete;60;Dokumen Tidak Lengkap
APP00723;08/06/2024;RM020;B07;Perdagangan;Pending;Analisis;;;;1,81;0,00;2;Incomplete;70;
APP00724;01/03/2024;RM016;B01;Perdagangan;Approved;Komite;27/03/2024;10/04/2024;;1,12;0,97;0;Complete;100;
APP00725;01/05/2024;RM004;B07;Transportasi;Rejected;Analisis;09/06/2024;;;1,00;0,00;1;Complete;75;Dokumen Tidak Lengkap
APP00726;20/02/2024;RM006;B01;Jasa;Pending;Analisis;;;;1,00;0,00;2;Incomplete;70;
APP00727;03/10/2024;RM026;B02;Perdagangan;Pending;Verifikasi;;;;1,22;0,00;1;Complete;85;
APP00728;05/01/2024;RM022;B15;Pertanian;Approved;Analisis;08/02/2024;17/02/2024;21/02/2024;2,34;1,49;2;Incomplete;75;
APP00729;01/04/2024;RM026;B04;Jasa;Pending;Analisis;;;;1,25;0,00;3;Incomplete;55;
APP00730;18/06/2024;RM003;B01;Perdagangan;Approved;Analisis;19/07/2024;30/07/2024;;2,30;2,11;0;Complete;100;
APP00731;12/11/2024;RM009;B11;Jasa;Rejected;Verifikasi;20/11/2024;;;2,32;0,00;0;Complete;90;Cashflow Lemah
APP00732;22/01/2024;RM028;B12;Jasa;Approved;Komite;09/02/2024;13/02/2024;;1,50;1,10;1;Complete;90;
APP00733;21/11/2024;RM010;B11;Pertanian;Approved;Komite;22/12/2024;05/01/2025;12/01/2025;1,91;1,19;0;Complete;100;
APP00734;01/01/2024;RM014;B15;Perdagangan;Approved;Komite;30/01/2024;03/02/2024;08/02/2024;1,44;0,97;2;Incomplete;75;
APP00735;12/05/2024;RM011;B11;Perdagangan;Approved;Analisis;18/05/2024;28/05/2024;02/06/2024;1,65;1,50;2;Incomplete;75;
APP00736;20/08/2024;RM018;B09;Jasa;Pending;Verifikasi;;;;1,22;0,00;3;Incomplete;55;
APP00737;12/01/2024;RM022;B12;Perdagangan;Rejected;Verifikasi;10/02/2024;;;2,09;0,00;2;Incomplete;60;Agunan Tidak Cukup
APP00738;11/12/2024;RM012;B06;Produksi;Rejected;Analisis;15/01/2025;;;1,38;0,00;0;Complete;75;Cashflow Lemah
APP00739;15/02/2024;RM023;B13;Jasa;Approved;Komite;20/02/2024;01/03/2024;05/03/2024;0,98;0,69;0;Complete;100;
APP00740;03/02/2024;RM012;B01;Jasa;Approved;Komite;01/03/2024;16/03/2024;19/03/2024;2,83;2,09;3;Incomplete;60;
APP00741;18/03/2024;RM013;B01;Konstruksi;Rejected;Verifikasi;11/04/2024;;;2,89;0,00;0;Complete;90;Agunan Tidak Cukup
APP00742;05/08/2024;RM025;B06;Produksi;Rejected;Verifikasi;03/09/2024;;;3,86;0,00;2;Incomplete;60;Cashflow Lemah
APP00743;27/10/2024;RM013;B04;Perdagangan;Approved;Komite;27/11/2024;05/12/2024;13/12/2024;1,07;1,03;3;Incomplete;60;
APP00744;13/03/2024;RM019;B04;Jasa;Approved;Komite;21/04/2024;02/05/2024;12/05/2024;1,49;1,25;0;Complete;100;
APP00745;08/10/2024;RM026;B15;Pertanian;Approved;Komite;16/11/2024;28/11/2024;07/12/2024;2,28;1,82;0;Complete;100;
APP00746;05/09/2024;RM019;B11;Produksi;Rejected;Analisis;24/09/2024;;;1,47;0,00;1;Complete;75;Agunan Tidak Cukup
APP00747;16/02/2024;RM023;B15;Perdagangan;Pending;Verifikasi;;;;2,79;0,00;3;Incomplete;55;
APP00748;30/04/2024;RM014;B06;Transportasi;Approved;Komite;05/06/2024;09/06/2024;18/06/2024;2,67;1,98;0;Complete;100;
APP00749;01/08/2024;RM004;B15;Jasa;Approved;Komite;20/08/2024;30/08/2024;03/09/2024;2,64;1,85;4;Incomplete;45;
APP00750;26/08/2024;RM013;B14;Perdagangan;Rejected;Verifikasi;17/09/2024;;;4,76;0,00;1;Complete;75;Sektor Risiko Tinggi
APP00751;25/02/2024;RM008;B12;Perdagangan;Approved;Komite;28/03/2024;08/04/2024;18/04/2024;2,92;2,33;5;Incomplete;30;
APP00752;15/12/2024;RM029;B11;Perdagangan;Approved;Komite;20/01/2025;26/01/2025;28/01/2025;2,17;2,16;0;Complete;100;
APP00753;16/04/2024;RM023;B07;Pertanian;Pending;Verifikasi;;;;1,77;0,00;0;Complete;100;
APP00754;14/11/2024;RM021;B09;Perdagangan;Approved;Komite;20/11/2024;02/12/2024;11/12/2024;1,84;1,16;3;Incomplete;60;
APP00755;17/02/2024;RM023;B10;Perdagangan;Approved;Analisis;17/03/2024;20/03/2024;22/03/2024;1,05;1,04;3;Incomplete;60;
APP00756;01/03/2024;RM019;B05;Konstruksi;Rejected;Verifikasi;27/03/2024;;;0,69;0,00;1;Complete;75;Cashflow Lemah
APP00757;02/12/2024;RM012;B09;Perdagangan;Rejected;Verifikasi;01/01/2025;;;2,62;0,00;2;Incomplete;60;Dokumen Tidak Lengkap
APP00758;26/01/2024;RM018;B04;Perdagangan;Rejected;Verifikasi;10/02/2024;;;4,13;0,00;3;Incomplete;45;Dokumen Tidak Lengkap
APP00759;18/10/2024;RM006;B13;Perdagangan;Rejected;Analisis;21/11/2024;;;1,63;0,00;0;Complete;90;Cashflow Lemah
APP00760;13/09/2024;RM018;B10;Perdagangan;Pending;Verifikasi;;;;5,14;0,00;1;Complete;85;
APP00761;08/01/2024;RM019;B02;Perdagangan;Rejected;Analisis;21/01/2024;;;1,78;0,00;3;Incomplete;45;Agunan Tidak Cukup
APP00762;22/04/2024;RM022;B03;Produksi;Approved;Analisis;31/05/2024;14/06/2024;16/06/2024;0,61;0,50;1;Complete;90;
APP00763;20/12/2024;RM005;B13;Perdagangan;Pending;Analisis;;;;3,44;0,00;0;Complete;100;
APP00764;09/09/2024;RM024;B11;Perdagangan;Rejected;Verifikasi;15/09/2024;;;1,49;0,00;3;Incomplete;45;Sektor Risiko Tinggi
APP00765;28/06/2024;RM009;B01;Pertanian;Approved;Komite;28/07/2024;12/08/2024;;3,63;3,23;0;Complete;100;
APP00766;25/07/2024;RM027;B14;Produksi;Approved;Analisis;31/07/2024;13/08/2024;22/08/2024;0,92;0,62;0;Complete;100;
APP00767;29/10/2024;RM003;B14;Jasa;Approved;Komite;08/11/2024;19/11/2024;28/11/2024;2,54;2,12;4;Incomplete;45;
APP00768;06/05/2024;RM028;B06;Jasa;Approved;Komite;07/06/2024;14/06/2024;;1,23;1,08;1;Complete;90;
APP00769;25/02/2024;RM010;B13;Perdagangan;Approved;Analisis;09/03/2024;19/03/2024;28/03/2024;2,24;1,65;3;Incomplete;60;
APP00770;01/08/2024;RM019;B06;Jasa;Rejected;Verifikasi;04/09/2024;;;3,14;0,00;3;Incomplete;45;Sektor Risiko Tinggi
APP00771;14/01/2024;RM003;B01;Jasa;Rejected;Verifikasi;30/01/2024;;;2,73;0,00;0;Complete;90;Sektor Risiko Tinggi
APP00772;28/01/2024;RM029;B11;Jasa;Approved;Analisis;05/02/2024;18/02/2024;22/02/2024;2,07;1,63;0;Complete;100;
APP00773;18/03/2024;RM029;B13;Konstruksi;Approved;Analisis;08/04/2024;11/04/2024;19/04/2024;0,87;0,66;0;Complete;100;
APP00774;03/08/2024;RM022;B03;Perdagangan;Approved;Analisis;01/09/2024;04/09/2024;;3,07;2,15;0;Complete;100;
APP00775;02/06/2024;RM015;B05;Pertanian;Rejected;Analisis;27/06/2024;;;3,68;0,00;2;Incomplete;60;Agunan Tidak Cukup
APP00776;14/01/2024;RM001;B03;Perdagangan;Approved;Komite;01/02/2024;11/02/2024;12/02/2024;1,06;1,01;2;Incomplete;75;
APP00777;05/07/2024;RM007;B10;Pertanian;Approved;Analisis;08/08/2024;17/08/2024;26/08/2024;1,16;0,85;1;Complete;90;
APP00778;07/11/2024;RM012;B03;Produksi;Approved;Komite;02/12/2024;11/12/2024;21/12/2024;3,78;2,87;0;Complete;100;
APP00779;07/01/2024;RM017;B14;Pertanian;Approved;Analisis;02/02/2024;15/02/2024;;1,75;1,33;1;Complete;90;
APP00780;03/01/2024;RM030;B10;Perdagangan;Approved;Komite;01/02/2024;05/02/2024;10/02/2024;1,18;0,97;1;Complete;90;
APP00781;20/04/2024;RM021;B03;Jasa;Rejected;Analisis;12/05/2024;;;2,34;0,00;1;Complete;75;Agunan Tidak Cukup
APP00782;25/08/2024;RM026;B05;Jasa;Pending;Analisis;;;;1,35;0,00;0;Complete;100;
APP00783;26/08/2024;RM029;B13;Produksi;Pending;Verifikasi;;;;2,18;0,00;2;Incomplete;70;
APP00784;30/09/2024;RM024;B05;Jasa;Approved;Analisis;31/10/2024;10/11/2024;17/11/2024;1,55;1,37;0;Complete;100;
APP00785;20/10/2024;RM020;B04;Jasa;Pending;Verifikasi;;;;1,63;0,00;1;Complete;85;
APP00786;14/08/2024;RM005;B01;Jasa;Pending;Analisis;;;;3,86;0,00;2;Incomplete;70;
APP00787;15/01/2024;RM004;B05;Perdagangan;Approved;Analisis;05/02/2024;19/02/2024;20/02/2024;0,45;0,30;0;Complete;100;
APP00788;10/07/2024;RM028;B10;Jasa;Pending;Verifikasi;;;;2,77;0,00;1;Complete;85;
APP00789;28/04/2024;RM012;B05;Perdagangan;Approved;Komite;27/07/2024;18/05/2024;28/05/2024;3,50;2,36;0;Complete;100;
APP00790;28/01/2024;RM030;B04;Transportasi;Rejected;Verifikasi;03/03/2024;;;1,37;0,00;0;Complete;90;Dokumen Tidak Lengkap
APP00791;20/07/2024;RM020;B06;Produksi;Approved;Analisis;26/07/2024;30/07/2024;;3,48;2,85;0;Complete;100;
APP00792;08/02/2024;RM028;B10;Transportasi;Rejected;Analisis;18/03/2024;;;1,12;0,00;4;Incomplete;30;Agunan Tidak Cukup
APP00793;29/09/2024;RM024;B04;Perdagangan;Approved;Komite;07/10/2024;11/10/2024;13/10/2024;1,33;0,82;1;Complete;90;
APP00794;18/08/2024;RM018;B14;Konstruksi;Pending;Verifikasi;;;;1,25;0,00;5;Incomplete;25;
APP00795;26/03/2024;RM017;B07;Pertanian;Pending;Analisis;;;;3,51;0,00;1;Complete;85;
APP00796;05/05/2024;RM019;B07;Produksi;Pending;Verifikasi;;;;0,70;0,00;1;Complete;85;
APP00797;26/10/2024;RM009;B02;Produksi;Approved;Analisis;22/11/2024;30/11/2024;01/12/2024;5,30;3,70;1;Complete;90;
APP00798;25/01/2024;RM004;B03;Perdagangan;Approved;Komite;13/02/2024;25/02/2024;27/02/2024;1,65;1,40;0;Complete;100;
APP00799;24/05/2024;RM026;B01;Pertanian;Pending;Verifikasi;;;;2,87;0,00;0;Complete;100;
APP00800;13/01/2024;RM021;B08;Jasa;Approved;Analisis;22/01/2024;27/01/2024;04/02/2024;2,72;2,32;0;Complete;100;
APP00801;30/07/2024;RM002;B09;Perdagangan;Approved;Komite;06/08/2024;10/08/2024;;2,17;2,05;1;Complete;90;
APP00802;25/01/2024;RM004;B04;Perdagangan;Pending;Verifikasi;;;;1,38;0,00;0;Complete;100;
APP00803;08/03/2024;RM002;B06;Konstruksi;Approved;Komite;14/03/2024;19/03/2024;22/03/2024;4,18;3,81;0;Complete;100;
APP00804;07/03/2024;RM015;B09;Konstruksi;Approved;Komite;27/03/2024;03/04/2024;10/04/2024;1,46;1,16;0;Complete;100;
APP00805;20/08/2024;RM002;B06;Transportasi;Approved;Komite;06/09/2024;18/09/2024;25/09/2024;1,28;1,06;1;Complete;90;
APP00806;18/04/2024;RM004;B14;Produksi;Approved;Analisis;24/04/2024;07/05/2024;14/05/2024;3,36;2,89;2;Incomplete;75;
APP00807;25/05/2024;RM006;B12;Perdagangan;Pending;Analisis;;;;2,16;0,00;3;Incomplete;55;
APP00808;20/04/2024;RM007;B12;Perdagangan;Pending;Analisis;;;;4,48;0,00;0;Complete;100;
APP00809;15/08/2024;RM010;B12;Perdagangan;Rejected;Verifikasi;29/08/2024;;;1,91;0,00;0;Complete;90;Cashflow Lemah
APP00810;20/04/2024;RM019;B09;Perdagangan;Rejected;Verifikasi;10/05/2024;;;1,34;0,00;1;Complete;75;Cashflow Lemah
APP00811;03/02/2024;RM019;B15;Jasa;Approved;Analisis;16/02/2024;28/02/2024;08/03/2024;2,34;2,33;3;Incomplete;60;
APP00812;20/04/2024;RM026;B04;Perdagangan;Approved;Analisis;25/05/2024;05/06/2024;;1,52;1,35;0;Complete;100;
APP00813;20/09/2024;RM022;B08;Jasa;Approved;Analisis;02/10/2024;16/10/2024;18/10/2024;1,37;1,16;2;Incomplete;75;
